ANO,ESTADO,CIDADE,DATA,FERIADO
2022,AC,Rio Branco,07/09/2022,Independência Do Brasil
2022,AC,Rio Branco,09/09/2022,Dia Da Amazônia
2022,AC,Rio Branco,12/10/2022,Nossa Senhora Aparecida
2022,AC,Rio Branco,15/10/2022,Dia Do Professor
2022,AC,Rio Branco,28/10/2022,Dia Do Servidor Público
2022,AC,Rio Branco,02/11/2022,Dia De Finados
2022,AC,Rio Branco,15/11/2022,Proclamação Da República
2022,AC,Rio Branco,18/11/2022,Tratado De Petrópolis
2022,AC,Rio Branco,25/12/2022,Natal
2022,AC,Rio Branco,28/12/2022,Aniversário
2022,AC,Xapuri,01/01/2022,Ano Novo
2022,AC,Xapuri,20/01/2022,Feriado Municipal
2022,AC,Xapuri,21/01/2022,Dia Do Católico
2022,AC,Xapuri,23/01/2022,Dia Do Evangélico
2022,AC,Xapuri,28/02/2022,Carnaval
2022,AC,Xapuri,01/03/2022,Carnaval
2022,AC,Xapuri,02/03/2022,Carnaval
2022,AC,Xapuri,11/03/2022,Dia Da Mulher
2022,AC,Xapuri,15/04/2022,Sexta-Feira Santa
2022,AC,Xapuri,21/04/2022,Dia De Tiradentes
2022,AC,Xapuri,01/05/2022,Dia Do Trabalho
2022,AC,Xapuri,15/06/2022,Aniversário Do Acre
2022,AC,Xapuri,16/06/2022,Corpus Christi
2022,AC,Xapuri,06/08/2022,Revolução Acreana
2022,AC,Xapuri,06/09/2022,Feriado Municipal
2022,AC,Xapuri,07/09/2022,Independência Do Brasil
2022,AC,Xapuri,09/09/2022,Dia Da Amazônia
2022,AC,Xapuri,12/10/2022,Nossa Senhora Aparecida
2022,AC,Xapuri,15/10/2022,Dia Do Professor
2022,AC,Xapuri,28/10/2022,Dia Do Servidor Público
2022,AC,Xapuri,02/11/2022,Dia De Finados
2022,AC,Xapuri,15/11/2022,Proclamação Da República
2022,AC,Xapuri,18/11/2022,Tratado De Petrópolis
2022,AC,Xapuri,22/12/2022,Feriado Municipal
2022,AC,Xapuri,25/12/2022,Natal
2022,AC,Tarauacá,01/01/2022,Ano Novo
2022,AC,Tarauacá,21/01/2022,Dia Do Católico
2022,AC,Tarauacá,23/01/2022,Dia Do Evangélico
2022,AC,Tarauacá,28/02/2022,Carnaval
2022,AC,Tarauacá,01/03/2022,Carnaval
2022,AC,Tarauacá,02/03/2022,Carnaval
2022,AC,Tarauacá,11/03/2022,Dia Da Mulher
2022,AC,Tarauacá,15/04/2022,Sexta-Feira Santa
2022,AC,Tarauacá,21/04/2022,Dia De Tiradentes
2022,AC,Tarauacá,24/04/2022,Aniversário Da Cidade
2022,AC,Tarauacá,01/05/2022,Dia Do Trabalho
2022,AC,Tarauacá,15/06/2022,Aniversário Do Acre
2022,AC,Tarauacá,16/06/2022,Corpus Christi
2022,AC,Tarauacá,06/08/2022,Revolução Acreana
2022,AC,Tarauacá,07/09/2022,Independência Do Brasil
2022,AC,Tarauacá,09/09/2022,Dia Da Amazônia
2022,AC,Tarauacá,04/10/2022,Dia De S. Francisco Assis
2022,AC,Tarauacá,12/10/2022,Nossa Senhora Aparecida
2022,AC,Tarauacá,15/10/2022,Dia Do Professor
2022,AC,Tarauacá,28/10/2022,Dia Do Servidor Público
2022,AC,Tarauacá,02/11/2022,Dia De Finados
2022,AC,Tarauacá,15/11/2022,Proclamação Da República
2022,AC,Tarauacá,18/11/2022,Tratado De Petrópolis
2022,AC,Tarauacá,25/12/2022,Natal
2022,AC,Senador Guiomard,01/01/2022,Ano Novo
2022,AC,Senador Guiomard,21/01/2022,Dia Do Católico
2022,AC,Senador Guiomard,23/01/2022,Dia Do Evangélico
2022,AC,Senador Guiomard,28/02/2022,Carnaval
2022,AC,Senador Guiomard,01/03/2022,Carnaval
2022,AC,Senador Guiomard,02/03/2022,Carnaval
2022,AC,Senador Guiomard,11/03/2022,Dia Da Mulher
